Trans_ID,Product1,Product2,Product3
225,Juice,Jam,Egg
226,Bread,Butter,Egg
227,Bread,Butter,Egg
228,Nachos,Salsa,Dairy
229,Bread,Jam,Dairy
230,Bread,Butter,Dairy
231,Bread,Jam,Dairy
232,Juice,Vegetable,Salad
233,Fruits,Vegetable,Salad
234,Bread,Butter,Egg
235,Bread,Butter,Egg
236,Nachos,Salsa,Dairy
237,Nachos,Salsa,Egg
238,Bread,Butter,Egg
239,Juice,Jam,Egg
240,Bread,Jam,Dairy
241,Juice,Vegetable,Salad
242,Nachos,Butter,Dairy
243,Fruits,Vegetable,Salad
244,Bread,Butter,Egg
245,Juice,Jam,Egg
246,Bread,Jam,Dairy
247,Fruits,Vegetable,Salad
248,Bread,Jam,Dairy
249,Juice,Jam,Egg
250,Nachos,Butter,Dairy
251,Juice,Jam,Egg
252,Fruits,Vegetable,Salad
253,Bread,Butter,Egg
254,Bread,Butter,Egg
255,Bread,Jam,Dairy
256,Juice,Vegetable,Salad
257,Bread,Butter,Egg
258,Nachos,Salsa,Egg
259,Nachos,Salsa,Egg
260,Nachos,Salsa,Egg
261,Bread,Butter,Egg
262,Bread,Butter,Egg
263,Juice,Vegetable,Salad
264,Juice,Jam,Egg
265,Nachos,Salsa,Dairy
266,Fruits,Vegetable,Salad
267,Bread,Butter,Egg
268,Bread,Butter,Egg
269,Nachos,Butter,Dairy
270,Nachos,Salsa,Egg
271,Nachos,Salsa,Egg
272,Bread,Butter,Egg
273,Bread,Butter,Egg
274,Juice,Vegetable,Salad
275,Nachos,Salsa,Dairy
276,Fruits,Vegetable,Salad
277,Nachos,Salsa,Egg
278,Juice,Jam,Egg
279,Nachos,Butter,Dairy
280,Bread,Jam,Egg
281,Fruits,Vegetable,Salad
282,Fruits,Vegetable,Salad
283,Juice,Jam,Egg
284,Juice,Jam,Egg
285,Nachos,Salsa,Dairy
286,Bread,Jam,Egg
287,Juice,Vegetable,Salad
288,Fruits,Vegetable,Salad
289,Bread,Butter,Egg
290,Fruits,Jam,Salad
291,Bread,Butter,Egg
292,Juice,Jam,Egg
293,Nachos,Butter,Dairy
294,Nachos,Butter,Dairy
295,Bread,Butter,Egg
296,Juice,Jam,Egg
297,Bread,Butter,Egg
298,Juice,Jam,Egg
299,Nachos,Salsa,Egg
300,Juice,Vegetable,Egg
301,Bread,Butter,Egg
302,Nachos,Butter,Dairy
303,Juice,Jam,Egg
304,Juice,Jam,Egg
305,Nachos,Salsa,Egg
306,Bread,Jam,Dairy
307,Nachos,Salsa,Egg
308,Juice,Jam,Egg
309,Nachos,Salsa,Egg
310,Juice,Jam,Egg
311,Bread,Jam,Dairy
312,Bread,Jam,Egg
313,Juice,Vegetable,Egg
314,Bread,Butter,Egg
315,Bread,Butter,Egg
316,Bread,Jam,Dairy
317,Juice,Jam,Egg
318,Bread,Butter,Egg
319,Nachos,Butter,Dairy
320,Fruits,Vegetable,Salad
321,Nachos,Salsa,Egg
322,Nachos,Salsa,Dairy
323,Bread,Butter,Egg
324,Juice,Jam,Egg
325,Fruits,Vegetable,Salad
326,Nachos,Salsa,Egg
327,Juice,Jam,Egg
328,Bread,Salsa,Dairy
329,Nachos,Butter,Dairy
330,Bread,Jam,Dairy
331,Fruits,Vegetable,Salad
332,Bread,Butter,Egg
333,Nachos,Salsa,Egg
334,Fruits,Vegetable,Salad
335,Nachos,Salsa,Dairy
336,Nachos,Butter,Dairy
337,Bread,Butter,Egg
338,Nachos,Butter,Dairy
339,Juice,Jam,Egg
340,Juice,Jam,Egg
341,Nachos,Salsa,Egg
342,Fruits,Vegetable,Salad
343,Bread,Butter,Egg
344,Bread,Jam,Egg
345,Bread,Butter,Egg
346,Nachos,Salsa,Dairy
347,Bread,Jam,Egg
348,Bread,Butter,Dairy
349,Nachos,Salsa,Egg
350,Juice,Jam,Egg
351,Bread,Butter,Egg
352,Juice,Jam,Egg
353,Fruits,Vegetable,Salad
354,Juice,Jam,Egg
355,Fruits,Vegetable,Salad
356,Nachos,Butter,Dairy
357,Bread,Jam,Dairy
358,Bread,Jam,Dairy
359,Bread,Butter,Egg
360,Bread,Butter,Egg
361,Fruits,Vegetable,Salad
362,Fruits,Vegetable,Salad
363,Bread,Jam,Dairy
364,Fruits,Vegetable,Salad
365,Nachos,Butter,Dairy
366,Fruits,Vegetable,Salad
367,Bread,Salsa,Dairy
368,Nachos,Butter,Dairy
369,Bread,Jam,Egg
370,Bread,Jam,Dairy
371,Bread,Butter,Egg
372,Nachos,Salsa,Dairy
373,Fruits,Vegetable,Salad
374,Nachos,Salsa,Egg
375,Bread,Jam,Dairy
376,Nachos,Butter,Dairy
377,Juice,Jam,Egg
378,Juice,Jam,Egg
379,Fruits,Vegetable,Salad
380,Bread,Butter,Egg
381,Bread,Butter,Egg
382,Bread,Butter,Egg
383,Bread,Butter,Egg
384,Fruits,Vegetable,Salad
385,Fruits,Vegetable,Salad
386,Bread,Butter,Egg
387,Bread,Jam,Dairy
388,Juice,Jam,Egg
389,Bread,Butter,Egg
390,Bread,Jam,Dairy
391,Nachos,Butter,Dairy
392,Bread,Jam,Dairy
393,Bread,Butter,Egg
394,Bread,Jam,Egg
395,Bread,Butter,Egg
396,Bread,Butter,Egg
397,Nachos,Salsa,Egg
398,Bread,Jam,Dairy
399,Juice,Vegetable,Salad
400,Fruits,Vegetable,Salad
401,Bread,Butter,Egg
402,Fruits,Vegetable,Salad
403,Fruits,Vegetable,Salad
404,Bread,Butter,Egg
405,Bread,Butter,Egg
406,Bread,Butter,Egg
407,Bread,Butter,Egg
408,Nachos,Butter,Dairy
409,Juice,Jam,Egg
410,Bread,Butter,Egg
411,Bread,Jam,Egg
412,Juice,Jam,Egg
413,Bread,Butter,Egg
414,Nachos,Salsa,Dairy
415,Fruits,Vegetable,Salad
416,Nachos,Salsa,Dairy
417,Nachos,Salsa,Egg
418,Juice,Jam,Egg
419,Bread,Butter,Egg
420,Nachos,Salsa,Egg
421,Juice,Jam,Egg
422,Bread,Butter,Egg
423,Fruits,Vegetable,Salad
424,Nachos,Salsa,Egg
425,Bread,Butter,Egg
426,Nachos,Salsa,Egg
427,Juice,Vegetable,Salad
428,Juice,Jam,Egg
429,Juice,Jam,Egg
430,Bread,Jam,Egg
431,Juice,Jam,Egg
432,Nachos,Salsa,Egg
433,Juice,Jam,Egg
434,Bread,Butter,Egg
435,Bread,Butter,Egg
436,Bread,Butter,Egg
437,Nachos,Salsa,Dairy
438,Juice,Jam,Egg
439,Nachos,Salsa,Egg
440,Juice,Jam,Egg
441,Nachos,Salsa,Egg
442,Nachos,Butter,Dairy
443,Bread,Jam,Egg
444,Bread,Butter,Egg
445,Juice,Jam,Egg
446,Nachos,Salsa,Egg
447,Fruits,Vegetable,Salad
448,Bread,Jam,Dairy
449,Juice,Jam,Egg
450,Fruits,Vegetable,Salad
451,Bread,Butter,Egg
452,Juice,Jam,Egg
453,Bread,Jam,Dairy
454,Fruits,Vegetable,Salad
455,Nachos,Salsa,Dairy
456,Bread,Jam,Egg
457,Juice,Jam,Egg
458,Bread,Butter,Egg
459,Juice,Jam,Egg
460,Juice,Jam,Egg
461,Nachos,Butter,Dairy
462,Fruits,Vegetable,Salad
463,Fruits,Vegetable,Salad
464,Bread,Salsa,Dairy
465,Nachos,Butter,Dairy
466,Fruits,Vegetable,Salad
467,Nachos,Salsa,Dairy
468,Nachos,Salsa,Dairy
469,Nachos,Butter,Dairy
470,Juice,Jam,Egg
471,Bread,Butter,Egg
472,Bread,Butter,Egg
473,Nachos,Salsa,Dairy
474,Juice,Jam,Egg
475,Nachos,Salsa,Egg
476,Bread,Jam,Egg
477,Bread,Butter,Egg
478,Juice,Vegetable,Salad
479,Nachos,Salsa,Egg
480,Juice,Jam,Egg
481,Fruits,Jam,Salad
482,Fruits,Vegetable,Salad
483,Nachos,Salsa,Egg
484,Juice,Jam,Egg
485,Bread,Butter,Egg
486,Nachos,Salsa,Dairy
487,Juice,Vegetable,Egg
488,Bread,Butter,Dairy
489,Nachos,Salsa,Egg
490,Fruits,Vegetable,Salad
491,Juice,Jam,Egg
492,Fruits,Vegetable,Salad
493,Fruits,Vegetable,Salad
494,Nachos,Salsa,Egg
495,Juice,Jam,Egg
496,Fruits,Vegetable,Salad
497,Bread,Butter,Egg
498,Bread,Butter,Egg
499,Juice,Jam,Egg
500,Bread,Jam,Dairy
501,Nachos,Salsa,Dairy
502,Bread,Jam,Dairy
503,Bread,Jam,Dairy
504,Juice,Jam,Egg
505,Juice,Jam,Egg
506,Juice,Jam,Egg
507,Bread,Jam,Dairy
508,Juice,Jam,Egg
509,Bread,Jam,Egg
510,Nachos,Salsa,Egg
511,Juice,Jam,Egg
512,Bread,Butter,Egg
513,Bread,Butter,Egg
514,Nachos,Salsa,Dairy
515,Juice,Jam,Egg
516,Juice,Vegetable,Salad
517,Nachos,Salsa,Dairy
518,Nachos,Salsa,Egg
519,Bread,Jam,Dairy
520,Fruits,Vegetable,Salad
521,Bread,Jam,Dairy
522,Bread,Butter,Egg
523,Fruits,Vegetable,Salad
524,Bread,Butter,Egg
525,Juice,Jam,Egg
526,Nachos,Salsa,Egg
527,Bread,Jam,Dairy
528,Juice,Jam,Egg
529,Nachos,Salsa,Egg
530,Fruits,Vegetable,Salad
531,Juice,Vegetable,Salad
532,Fruits,Vegetable,Salad
533,Bread,Jam,Dairy
534,Juice,Jam,Egg
535,Fruits,Vegetable,Salad
536,Nachos,Salsa,Dairy
537,Bread,Jam,Dairy
538,Nachos,Salsa,Egg
539,Fruits,Vegetable,Salad
540,Bread,Butter,Egg
541,Fruits,Vegetable,Salad
542,Juice,Jam,Egg
543,Fruits,Vegetable,Salad
544,Nachos,Salsa,Egg
545,Juice,Jam,Egg
546,Fruits,Vegetable,Salad
547,Bread,Jam,Egg
548,Nachos,Salsa,Egg
549,Nachos,Butter,Dairy
550,Nachos,Salsa,Egg
551,Bread,Jam,Egg
552,Bread,Jam,Egg
553,Fruits,Vegetable,Salad
554,Bread,Butter,Egg
555,Bread,Butter,Egg
556,Bread,Butter,Egg
557,Bread,Butter,Egg
558,Nachos,Salsa,Egg
559,Nachos,Salsa,Egg
560,Fruits,Vegetable,Salad
561,Bread,Butter,Egg
562,Nachos,Salsa,Dairy
563,Juice,Jam,Egg
564,Juice,Jam,Egg
565,Juice,Jam,Egg
566,Fruits,Vegetable,Salad
567,Bread,Butter,Egg
568,Juice,Vegetable,Salad
569,Fruits,Vegetable,Salad
570,Bread,Butter,Dairy
571,Nachos,Butter,Dairy
572,Juice,Vegetable,Salad
573,Bread,Butter,Egg
574,Bread,Jam,Egg
575,Juice,Jam,Egg
576,Nachos,Salsa,Dairy
577,Fruits,Vegetable,Salad
578,Fruits,Vegetable,Salad
579,Nachos,Salsa,Egg
580,Bread,Butter,Egg
581,Nachos,Salsa,Egg
582,Juice,Jam,Egg
583,Juice,Jam,Egg
584,Bread,Butter,Egg
585,Bread,Butter,Egg
586,Nachos,Salsa,Egg
587,Bread,Jam,Egg
588,Juice,Jam,Egg
589,Bread,Butter,Egg
590,Bread,Butter,Egg
591,Fruits,Vegetable,Salad
592,Nachos,Salsa,Dairy
593,Nachos,Salsa,Egg
594,Bread,Butter,Egg
595,Juice,Vegetable,Salad
596,Fruits,Vegetable,Salad
597,Bread,Butter,Egg
598,Bread,Butter,Egg
599,Juice,Jam,Egg
600,Bread,Salsa,Dairy
601,Bread,Jam,Egg
602,Fruits,Vegetable,Salad
603,Nachos,Salsa,Dairy
604,Fruits,Jam,Salad
605,Nachos,Salsa,Egg
606,Juice,Jam,Egg
607,Fruits,Vegetable,Salad
608,Juice,Jam,Egg
609,Bread,Butter,Egg
610,Bread,Jam,Egg
611,Juice,Jam,Egg
612,Fruits,Vegetable,Salad
613,Nachos,Salsa,Egg
614,Fruits,Vegetable,Salad
615,Bread,Butter,Egg
616,Fruits,Vegetable,Salad
617,Nachos,Salsa,Egg
618,Fruits,Vegetable,Salad
619,Juice,Jam,Egg
620,Nachos,Salsa,Dairy
621,Nachos,Salsa,Dairy
622,Bread,Jam,Dairy
623,Bread,Jam,Dairy
624,Fruits,Vegetable,Salad
625,Bread,Jam,Egg
626,Bread,Jam,Dairy
627,Fruits,Vegetable,Salad
628,Juice,Jam,Egg
629,Bread,Butter,Egg
630,Bread,Butter,Egg
631,Bread,Butter,Egg
632,Nachos,Salsa,Egg
633,Bread,Jam,Dairy
634,Fruits,Jam,Salad
635,Fruits,Vegetable,Salad
636,Bread,Jam,Dairy
637,Bread,Jam,Dairy
638,Fruits,Vegetable,Salad
639,Nachos,Salsa,Egg
640,Bread,Jam,Dairy
641,Fruits,Vegetable,Salad
642,Nachos,Salsa,Egg
643,Bread,Butter,Egg
644,Nachos,Salsa,Egg
645,Juice,Jam,Egg
646,Juice,Vegetable,Salad
647,Bread,Jam,Dairy
648,Bread,Butter,Dairy
649,Juice,Jam,Egg
650,Nachos,Salsa,Egg
651,Nachos,Salsa,Egg
652,Juice,Jam,Egg
653,Fruits,Vegetable,Salad
654,Juice,Jam,Egg
655,Juice,Jam,Egg
656,Fruits,Vegetable,Salad
657,Juice,Vegetable,Salad
658,Juice,Jam,Egg
659,Juice,Jam,Egg
660,Bread,Butter,Egg
661,Fruits,Vegetable,Salad
662,Fruits,Vegetable,Salad
663,Bread,Butter,Egg
664,Juice,Jam,Egg
665,Nachos,Salsa,Egg
666,Nachos,Salsa,Egg
667,Juice,Jam,Egg
668,Bread,Butter,Egg
669,Bread,Butter,Egg
670,Nachos,Salsa,Dairy
671,Nachos,Butter,Dairy
672,Bread,Butter,Dairy
673,Fruits,Vegetable,Salad
674,Fruits,Vegetable,Salad
675,Bread,Jam,Egg
676,Nachos,Salsa,Egg
677,Nachos,Salsa,Dairy
678,Juice,Jam,Egg
679,Nachos,Salsa,Egg
680,Fruits,Vegetable,Salad
681,Bread,Butter,Egg
682,Bread,Jam,Dairy
683,Juice,Vegetable,Salad
684,Fruits,Vegetable,Salad
685,Bread,Butter,Egg
686,Juice,Jam,Egg
687,Bread,Jam,Dairy
688,Bread,Jam,Egg
689,Juice,Jam,Egg
690,Fruits,Jam,Salad
691,Nachos,Salsa,Egg
692,Fruits,Vegetable,Salad
693,Juice,Jam,Egg
694,Juice,Jam,Egg
695,Fruits,Vegetable,Salad
696,Nachos,Salsa,Egg
697,Bread,Butter,Egg
698,Juice,Jam,Egg
699,Juice,Vegetable,Salad
700,Fruits,Vegetable,Salad
701,Bread,Jam,Egg
702,Juice,Jam,Egg
703,Nachos,Salsa,Egg
704,Nachos,Salsa,Dairy
705,Juice,Jam,Egg
706,Juice,Vegetable,Salad
707,Fruits,Vegetable,Salad
708,Bread,Butter,Egg
709,Bread,Butter,Egg
710,Fruits,Vegetable,Salad
711,Bread,Jam,Egg
712,Fruits,Vegetable,Salad
713,Juice,Jam,Egg
714,Bread,Jam,Egg
715,Fruits,Vegetable,Salad
716,Bread,Jam,Dairy
717,Nachos,Salsa,Dairy
718,Juice,Jam,Egg
719,Fruits,Vegetable,Salad
720,Fruits,Vegetable,Salad
721,Fruits,Vegetable,Salad
722,Bread,Jam,Egg
723,Bread,Butter,Egg
724,Bread,Butter,Egg
725,Fruits,Vegetable,Salad
726,Bread,Butter,Egg
727,Fruits,Vegetable,Salad
728,Bread,Jam,Egg
729,Bread,Butter,Egg
730,Fruits,Vegetable,Salad
731,Bread,Butter,Egg
732,Nachos,Salsa,Egg
733,Fruits,Jam,Salad
734,Nachos,Salsa,Egg
735,Nachos,Salsa,Egg
736,Juice,Jam,Egg
737,Nachos,Salsa,Egg
738,Bread,Jam,Dairy
739,Bread,Butter,Egg
740,Bread,Jam,Egg
741,Bread,Butter,Egg
742,Juice,Jam,Egg
743,Nachos,Salsa,Egg
744,Juice,Jam,Egg
745,Nachos,Salsa,Egg
746,Nachos,Salsa,Dairy
747,Nachos,Salsa,Egg
748,Juice,Jam,Egg
749,Bread,Jam,Egg
750,Juice,Jam,Egg
751,Bread,Jam,Egg
752,Fruits,Vegetable,Salad
753,Nachos,Salsa,Egg
754,Fruits,Jam,Salad
755,Bread,Butter,Egg
756,Nachos,Salsa,Egg
757,Bread,Butter,Egg
758,Bread,Butter,Egg
759,Juice,Jam,Egg
760,Juice,Vegetable,Salad
761,Nachos,Salsa,Egg
762,Bread,Salsa,Dairy
763,Nachos,Salsa,Dairy
764,Bread,Butter,Egg
765,Juice,Jam,Egg
766,Bread,Butter,Egg
767,Bread,Butter,Egg
768,Nachos,Butter,Dairy
769,Bread,Jam,Dairy
770,Bread,Butter,Egg
771,Bread,Butter,Egg
772,Bread,Butter,Egg
773,Fruits,Vegetable,Salad
774,Fruits,Vegetable,Salad
775,Bread,Butter,Egg
776,Bread,Butter,Egg
777,Bread,Butter,Egg
778,Nachos,Butter,Dairy
779,Fruits,Vegetable,Salad
780,Juice,Jam,Egg
781,Juice,Jam,Egg
782,Nachos,Salsa,Dairy
783,Bread,Jam,Egg
784,Fruits,Vegetable,Salad
785,Juice,Jam,Egg
786,Fruits,Vegetable,Salad
787,Bread,Butter,Egg
788,Nachos,Salsa,Dairy
789,Bread,Jam,Dairy
790,Bread,Butter,Egg
791,Bread,Jam,Dairy
792,Nachos,Butter,Dairy
793,Bread,Jam,Egg
794,Bread,Butter,Egg
795,Nachos,Salsa,Egg
796,Fruits,Vegetable,Salad
797,Fruits,Vegetable,Salad
798,Nachos,Salsa,Egg
799,Bread,Butter,Egg
800,Bread,Butter,Egg
801,Bread,Butter,Dairy
802,Fruits,Vegetable,Salad
803,Bread,Jam,Egg
804,Juice,Jam,Egg
805,Nachos,Salsa,Egg
806,Nachos,Salsa,Egg
807,Juice,Jam,Egg
808,Bread,Butter,Egg
809,Bread,Butter,Egg
810,Bread,Butter,Egg
811,Bread,Butter,Egg
812,Bread,Jam,Dairy
813,Fruits,Vegetable,Salad
814,Fruits,Jam,Salad
815,Bread,Jam,Egg
816,Juice,Vegetable,Salad
817,Nachos,Salsa,Egg
818,Nachos,Salsa,Egg
819,Fruits,Vegetable,Salad
820,Fruits,Vegetable,Salad
821,Bread,Butter,Egg
822,Bread,Jam,Dairy
823,Bread,Jam,Dairy
824,Juice,Jam,Egg
825,Nachos,Salsa,Dairy
826,Bread,Butter,Egg
827,Juice,Jam,Egg
828,Fruits,Vegetable,Salad
829,Bread,Butter,Egg
830,Juice,Vegetable,Salad
831,Bread,Butter,Egg
832,Fruits,Vegetable,Salad
833,Nachos,Salsa,Egg
834,Juice,Jam,Egg
835,Nachos,Salsa,Dairy
836,Fruits,Vegetable,Salad
837,Fruits,Vegetable,Salad
838,Juice,Jam,Egg
839,Nachos,Salsa,Egg
840,Fruits,Vegetable,Salad
841,Bread,Jam,Egg
842,Fruits,Vegetable,Salad
843,Juice,Jam,Egg
844,Nachos,Salsa,Dairy
845,Fruits,Vegetable,Salad
846,Bread,Butter,Egg
847,Nachos,Salsa,Egg
848,Fruits,Vegetable,Salad
849,Juice,Jam,Egg
850,Nachos,Salsa,Egg
851,Bread,Jam,Egg
852,Bread,Salsa,Dairy
853,Fruits,Vegetable,Salad
854,Juice,Jam,Egg
855,Bread,Butter,Egg
856,Fruits,Vegetable,Salad
857,Nachos,Salsa,Egg
858,Fruits,Vegetable,Salad
859,Fruits,Vegetable,Salad
860,Fruits,Vegetable,Salad
861,Juice,Jam,Egg
862,Nachos,Salsa,Egg
863,Juice,Jam,Egg
864,Nachos,Butter,Dairy
865,Juice,Vegetable,Salad
866,Juice,Jam,Egg
867,Bread,Butter,Egg
868,Bread,Butter,Egg
869,Bread,Jam,Egg
870,Fruits,Vegetable,Salad
871,Bread,Butter,Egg
872,Juice,Jam,Egg
873,Fruits,Vegetable,Salad
874,Bread,Butter,Egg
875,Fruits,Vegetable,Salad
876,Bread,Jam,Egg
877,Juice,Jam,Egg
878,Nachos,Salsa,Dairy
879,Juice,Vegetable,Salad
880,Bread,Butter,Egg
881,Nachos,Butter,Dairy
882,Juice,Vegetable,Salad
883,Juice,Jam,Egg
884,Bread,Butter,Egg
885,Bread,Butter,Egg
886,Nachos,Salsa,Dairy
887,Juice,Jam,Egg
888,Bread,Jam,Egg
889,Juice,Jam,Egg
890,Juice,Jam,Egg
891,Fruits,Vegetable,Salad
892,Nachos,Salsa,Dairy
893,Juice,Jam,Egg
894,Fruits,Vegetable,Salad
895,Bread,Butter,Dairy
896,Bread,Butter,Egg
897,Fruits,Vegetable,Salad
898,Fruits,Vegetable,Salad
899,Fruits,Vegetable,Salad
900,Nachos,Butter,Dairy
901,Nachos,Salsa,Dairy
902,Juice,Jam,Egg
903,Nachos,Salsa,Egg
904,Nachos,Salsa,Dairy
905,Bread,Butter,Egg
906,Nachos,Butter,Dairy
907,Juice,Vegetable,Egg
908,Fruits,Vegetable,Salad
909,Nachos,Salsa,Egg
910,Nachos,Butter,Dairy
911,Bread,Butter,Egg
912,Nachos,Salsa,Egg
913,Nachos,Butter,Dairy
914,Bread,Salsa,Dairy
915,Bread,Jam,Dairy
916,Bread,Jam,Egg
